Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2016,Audiovisuals,"Titularitat privada",Festivals,,"Flux. Festival de Vídeo d'Autor",12/12/2016,31/12/2016,,,,"Habitual Video Team",
2016,Audiovisuals,"Consorci o fundació amb presència administracions públiques",Festivals,14,Gandules,9/8/2016,25/8/2016,4414,,CCCB,CCCB,
2016,Lletres,"Titularitat privada",Festivals,4,"GRAF. Còmic d'autor i edició independent",4/3/2016,6/3/2016,2000,,"Fabra i Coats",GRAF,
2016,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,40,"Grec Festival de Barcelona",1/7/2016,31/7/2016,102555,,"Diversos espais de la ciutat","Institut de Cultura. Ajuntament de Barcelona",
2016,Música,"Titularitat privada",Festivals,27,"Guitar Bcn",18/2/2016,18/7/2016,50073,,"Diversos espais de la ciutat","The Project Music Company",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,6,"HOP Festival. Festival de Danses Urbanes",17/11/2016,18/12/2016,9000,,"Diversos espais de la ciutat","Assoc. El Generador art i creació cultural",
2016,Audiovisuals,"Titularitat privada",Festivals,8,"ImagineIndia Film Festival Barcelona",2/7/2016,13/8/2016,,,,"Asian Films",
2016,Audiovisuals,"Titularitat privada",Festivals,9,"IndiFest Festival de Cinema Indígena de Barcelona",12/5/2016,15/5/2016,500,,"Cinemes Girona","Alternativa Intercanvi amb Pobles Indígenes",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,3,"INFLUX Festival. Vídeo a Escena",17/11/2016,27/11/2016,,,,"Habitual Video Team",
2016,Música,"Titularitat privada",Festivals,3,"Jazzing Festival",8/9/2016,18/9/2016,20000,,"Diversos espais de la ciutat","Assoc. Sant Andreu Jazz Band i Dte. de Sant Andreu",
2016,Lletres,"Consorci o fundació amb presència administracions públiques",Festivals,9,Kosmòpolis,17/2/2016,15/6/2016,,,,CCCB,"Kosmopolis és un festival biennal que el 2016 ha presentat una programació contínua per mantenir viu l¿esperit del festival fins a la següent edició el 2017. "
2016,Audiovisuals,"Titularitat privada",Festivals,23,"L'Alternativa. Festival de Cinema Independent de Barcelona",14/11/2016,20/11/2016,15000,,"Diversos espais de la ciutat","La Fàbrica de Cinema Alternatiu de Barcelona",
2016,Música,"Titularitat privada",Festivals,12,"La Pedrera Jazz",19/6/2016,12/9/2016,6743,,"La Pedrera","Fundació Catalunya - La Pedrera",
2016,Música,"Titularitat privada",Festivals,3,"Lapsus Festival",2/4/2016,2/4/2016,1000,,CCCB,"Lapsus Arts, SL",
2016,Lletres,"Titularitat privada",Fires,34,Liber,12/10/2016,14/10/2016,,,"Fira de Barcelona","Federació de Gremis d'Editors d'Espanya",
2016,Música,"Titularitat privada",Festivals,4,"LIED Festival Victoria de los Ángeles",4/11/2016,22/12/2016,,,,"Fund. Victoria de los Ángeles",
2016,Lletres,"Titularitat privada",Festivals,12,"Literaldia. L'Euskal Herria d'avui, en la literatura",1/4/2016,29/4/2016,1000,,"Diversos espais de la ciutat","Centre Cultural Euskal Etxea Barcelona",
2016,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,5,"Llum BCN",12/2/2016,14/2/2016,,,"Diversos espais","Institut de Cultura. Ajuntament de Barcelona",
2016,"Arts visuals","Titularitat privada",Fires,14,"Loop Fair",26/5/2016,10/6/2016,5000,,"Diversos espais de la ciutat","Screen Projects S.L.",
2016,"Arts visuals","Titularitat privada",Festivals,14,"Loop Festival",26/5/2016,10/6/2016,110000,,"Diversos espais de la ciutat","Screen Projects S.L.",
2016,"Arts escèniques","Titularitat privada",Festivals,7,"Màgicus. Festival de Màgia Jove de Barcelona",21/10/2016,23/10/2016,1000,,"Diversos espais de la ciutat","Lluïsos de Gràcia",
2016,Música,"Titularitat privada",Festivals,33,"Maig Coral del Barcelonès",6/5/2016,5/6/2016,300,,"Diversos espais de la ciutat","Federació Catalana d'Entitats Corals",
2016,Lletres,"Titularitat privada",Fires,22,"Manga Barcelona",29/10/2016,1/11/2016,142000,,"Fira Barcelona Montjuïc",Ficòmic,
2016,Audiovisuals,Mixta,Festivals,28,"Marató de Cinema Fantàstic i de Terror de Sants",14/11/2016,20/11/2016,,,,"Aj. de BCN i Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",
2016,Música,"Titularitat privada",Festivals,14,"Mas i Mas Festival",25/7/2016,4/9/2016,20000,,"Diversos espais de la ciutat","Pelaimas, SL",
2016,Audiovisuals,"Titularitat privada",Festivals,9,"Mecal Air",11/6/2016,24/9/2016,5250,,"Diversos espais de la ciutat","Assoc.  Mecal",
2016,Audiovisuals,"Altres administracions públiques",Festivals,2,"Mecal Rooftop",2/6/2016,29/9/2016,2250,,"Hotel Silken Diagonal Barcelona","Assoc.  Mecal",
2016,Audiovisuals,"Titularitat privada",Festivals,18,"Mecal. Festival Internacional de Curtmetratges de Barcelona",10/3/2016,3/4/2016,14688,,"Diversos espais de la ciutat","Assoc.  Mecal",
2016,"Arts escèniques","Ajuntament de Barcelona",Festivals,7,"Mercè Arts de Carrer. MAC",22/9/2016,25/9/2016,228946,,"Diversos espais de la ciutat","Institut de Cultura. Ajuntament de Barcelona",
2016,Música,"Titularitat privada",Festivals,21,"Minifestival de Música i Cultura Independent de Barcelona",23/1/2016,7/5/2016,425,,"Diversos espais de la ciutat","Assoc.  Minifestival de Música Independent",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,10,MIRA,10/11/2016,12/11/2016,6500,,"Fabra i Coats","NEW MEDIA ARTS S.L",
2016,Audiovisuals,"Titularitat privada",Festivals,7,"MIRADOCS. Barcelona Mirades Documentals",13/1/2016,24/1/2016,500,,"Casa Elizalde","Cineclub Barcelona Espai de Cinema",
2016,Lletres,"Ajuntament de Barcelona",Festivals,12,"Món Llibre",16/4/2016,17/4/2016,21120,,"CCCB i MACBA","Institut de Cultura. Ajuntament de Barcelona",
2016,Audiovisuals,"Titularitat privada",Festivals,2,"Moritz Feed Dog",10/3/2016,13/3/2016,3679,,"Diversos espais de la ciutat","Inedit Producciones",
2016,Audiovisuals,"Titularitat privada",Festivals,5,"Mostra de Cinema Italià de Barcelona. MCIB",16/12/2016,21/12/2016,,,,"Istituto Luce Cinecittà",
2016,Audiovisuals,"Titularitat privada",Festivals,15,"Mostra de Curtmetratges Dr. Mabuse",4/6/2016,18/6/2016,700,,"Diversos espais de la ciutat","La Jarra Azul",
2016,"Arts escèniques","Titularitat privada",Festivals,21,"Mostra de Teatre de Barcelona",3/10/2016,26/10/2016,722,,"Teatre del Raval",Artípolis,
2016,Audiovisuals,"Titularitat privada",Festivals,21,"Mostra FIRE!! de cinema LGTBI de Barcelona",30/6/2016,10/7/2016,6000,,"Diversos espais de la ciutat","Casal Lambda",
2016,Audiovisuals,"Titularitat privada",Festivals,24,"Mostra Internacional de Films de Dones de Barcelona",29/2/2016,13/12/2016,5822,,"Diversos espais de la ciutat","Drac Màgic. Cooperativa de Promoció de Mitjans Audiovisuals",
2016,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,10,"Mostra Sonora i Visual",7/6/2016,11/6/2016,,,,"Convent de Sant Agustí",
2016,Lletres,"Titularitat privada",Festivals,7,"Munt de Mots. Festival de Narració Oral de Barcelona",17/10/2016,22/10/2016,2424,,"Diversos espais de la ciutat","Assoc.  Munt de Paraules",
2016,Música,"Titularitat privada",Festivals,7,"MUTEK Barcelona",2/3/2016,5/3/2016,6000,,"Diversos espais de la ciutat","Assoc. MUTEK.es",
2016,"Arts escèniques","Titularitat privada",Festivals,3,"NanoTeatre, teatre lowcost a la Vila de Gràcia",13/2/2016,27/2/2016,,,,"Lluïsos de Gràcia",
2016,Audiovisuals,"Titularitat privada",Festivals,3,"NonStop Barcelona Animació",18/5/2016,22/5/2016,2500,,"Diversos espais de la ciutat","Assoc. Art NonStop",
2016,"Arts escèniques","Titularitat privada",Festivals,16,"Novembre Vaca",14/11/2016,29/11/2016,,,,"Projecte Vaca",
2016,"Arts escèniques","Titularitat privada",Festivals,5,"Noves Escenes, Noves Mirades",11/5/2016,31/5/2016,519,,"La Pedrera","Fundació Catalunya - La Pedrera",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,8,"nunOff. Festival de Creació Emergent de Barcelona",11/7/2016,16/7/2016,900,,"Claustre de l'Oratori de Sant Felip Neri",nunArt,
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,16,OFFF,26/5/2016,28/5/2016,3500,,"Museu del Disseny","99 Produccions S.L.",
2016,Audiovisuals,"Titularitat privada",Festivals,18,OVNI,2/3/2016,6/3/2016,4925,,CCCB,"OVNI. Observatori de Vídeo No Identificat",
2016,"Arts visuals","Titularitat privada",Festivals,2,"Photogenic Festival",13/10/2016,27/10/2016,3500,,"Diversos espais de la ciutat","Assoc. Sobreàtic",
2016,"Arts escèniques","Titularitat privada",Festivals,3,"PIIGS. Festival de Dramatúrgia sobre la Crisi",21/7/2016,23/7/2016,250,,"Nau Ivanow","Assoc. Catalana Perpetuum Mobile",
2016,"Multidisciplinaris i altres","Titularitat privada",Festivals,5,"Piknic Electronik",8/7/2016,23/9/2016,,,,"Piknic Electronik Barcelona",
2016,Música,"Titularitat privada",Festivals,10,"Primavera Club",21/10/2016,23/10/2016,,,"Diversos espais de la ciutat","Primavera Sound",
2016,Música,"Titularitat privada",Festivals,16,"Primavera Sound",30/5/2016,5/6/2016,207435,,"Diversos espais de la ciutat","Primavera Sound",
2016,"Multidisciplinaris i altres","Consorci o fundació amb presència administracions públiques",Festivals,5,"Primera Persona",6/5/2016,7/5/2016,1195,,CCCB,CCCB,
2016,Música,"Titularitat privada",Festivals,3,"Reggaeton Beach Festival (RBF)",16/7/2016,16/7/2016,40000,,"Diversos espais de la ciutat","Live Nation",
2016,Audiovisuals,"Titularitat privada",Festivals,2,"Rueda. Festival Internacional de Cinema Ciclista",6/10/2016,9/10/2016,3000,,"Diversos espais de la ciutat","Rueda Film Festival",
