Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2017,"Multidisciplinaris i altres","Ajuntament de Barcelona",Festivals,4,"Recorreguts Sonors: Accions i Mutacions Sonores",21/11/2017,25/11/2017,1482,,"Centre Cívic Convent de Sant Agustí","Convent de Sant Agustí",
2017,Música,"Titularitat privada",Festivals,4,"Reggaeton Beach Festival (RBF)",15/7/2017,15/7/2017,,,,"Live Nation",
2017,"Arts escèniques","Titularitat privada",Festivals,,"Riu Estiu. Festival d'Humor d'Estiu de Barcelona",1/7/2017,2/9/2017,,,"Poble Espanyol",.,
2017,Audiovisuals,"Titularitat privada",Festivals,3,"Rueda. Festival Internacional de Cinema Ciclista",5/10/2017,8/10/2017,1500,,"Diversos espais de la ciutat","Rueda Film Festival",
2017,Audiovisuals,"Titularitat privada",Festivals,15,"Sala Montjuïc",30/6/2017,4/8/2017,26189,,"Castell de Montjuïc","Assoc. Cultural Modiband",
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,14,"Sant Jordi al Raval",23/4/2017,23/4/2017,3000,,"Rambla del Raval","Fundació Tot Raval",
2017,Música,Mixta,Festivals,10,"Say it Loud",19/10/2017,31/10/2017,,,"Diversos espais de la ciutat","Coop. Quesoni",
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,2,"Seco III Festival Itinerante de Música y Artes Escénicas",3/3/2017,5/3/2017,350,,"Diversos espais del Poble Sec","NI CONTIGO NI SINTIGO S.L",
2017,Audiovisuals,"Titularitat privada",Festivals,4,"Serielizados Fest",19/4/2017,22/4/2017,3000,,"Diversos espais (CCCB, Filmoteca,Cinemes Girona)","Kottbusser SL",
2017,Lletres,"Titularitat privada",Fires,35,"Setmana del Llibre en Català",8/9/2017,17/9/2017,26000,,"Avinguda de la Catedral","Assoc.  d'Editors en llengua catalana",
2017,Música,"Ajuntament de Barcelona",Festivals,23,"Simbiruta. Festival Jove de la Guineueta",9/6/2017,11/6/2017,600,,"Parc Central de Nou Barris","Casal de Joves de la Guineueta",
2017,Música,"Titularitat privada",Festivals,7,SIMFONIC,10/6/2017,10/6/2017,11000,,"Diversos espais de la ciutat","Assoc. SIMFONIC",
2017,Audiovisuals,"Titularitat privada",Festivals,13,"Sólo para Cortos",21/3/2017,26/3/2017,,,"Casal de Joves la Prosperitat i Ateneu Popular de 9 Barris","Assoc. pel Foment del Curtmetratge Social i Casal de Joves de Prosperitat",
2017,Música,"Titularitat privada",Festivals,24,"Sónar. Festival Internacional de Música Avançada i Art Multimèdia",15/6/2017,17/6/2017,123980,,"Diversos espais de la ciutat i Fira Montjuïc i Fira Gran Via l'Hospitalet","Advanced Music",
2017,Música,"Titularitat privada",Festivals,5,Soundeat,8/4/2017,8/4/2017,,,"Parc del Forum","Music Kitchen SL",
2017,Audiovisuals,"Titularitat privada",Festivals,24,"SUNCINE. Festival internacional de cine del medio ambiente",1/1/2017,30/12/2017,9000,,"Diversos espais de la ciutat","Assoc. Accions 3E",
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,3,"Surfcity Festival",25/3/2017,25/3/2017,5796,,"Fabra i Coats",Surfcitizens,
2017,"Arts visuals","Titularitat privada",Fires,10,"Swab Barcelona",28/9/2017,1/10/2017,12000,,"Fira de Barcelona","Espacio de Arte Contemporáneo Diezy7",
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,5,"Terrats en cultura",12/5/2017,21/10/2017,,,"Diferents espais de la ciutat",Coincidències,
2017,"Multidisciplinaris i altres","Titularitat privada",Festivals,13,"The Influencers",26/10/2017,12/11/2017,4594,,"CCCB i altres espais de la ciutat","Assoc. Cultural d-i-n-a",
2017,Música,"Titularitat privada",Festivals,1,Ukefest,14/10/2017,15/10/2017,265,,"Centre Artesà Tradicionarius","Barcelona Ukelele Club (diversos membres, no són entitat jurídica)",
2017,Música,"Titularitat privada",Festivals,49,"Voll-Damm Festival de Jazz de Barcelona",24/7/2017,19/12/2017,127836,,"Diversos espais de la ciutat","The Project Music Company",
2017,Música,"Titularitat privada",Festivals,16,Zeppelin,3/11/2017,4/11/2017,400,,"Teatre CCCB","Orquestra del Caos",
2017,Música,"Ajuntament de Barcelona",Festivals,1,"Zero3. Altaveu d'Accions Culturals",29/6/2017,14/7/2017,532,,"Diversos espais de la ciutat","Centre Cívic Convent de Sant Agustí i Biblioteca Bonnemaison",
2017,Audiovisuals,"Titularitat privada",Festivals,12,Zinemaldia,9/2/2017,25/2/2017,1000,,"Cinemes Girona i Euskal Etxea de Barcelona","Centre Cultural Euskal Etxea Barcelona",
